Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 6 0 21.1 31.1 21.1 0
#1 service 10 8.5 42.5 61.0 32.5 0
#1 service 3 0.92 67.08 78.0 38.58 0
#1 service 2 0 86.6 96.6 47.18 0
#1 service 1 0 103.01 113.01 53.58 0
#1 service 4 0 122.44 132.44 63.02 0
#1 service 5 0 142.44 152.44 73.02 26.44
#1 service 8 0 163.84 173.84 84.42 72.84
#1 service 9 0 179.67 189.67 90.25 74.67
#1 service 7 0 199.67 209.67 100.25 93.67
#1 finish 0 0 225.48 225.48 116.06 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   9.42  225.48 116.06 267.62
