Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 5 0 24.76 34.76 24.76 0
#1 service 7 4.18 66.82 81.0 56.82 0
#1 service 6 0 89.54 99.54 65.37 0
#1 service 3 6.29 111.71 128.0 77.53 0
#1 service 4 0 138.0 148.0 87.53 0
#1 service 2 0 156.06 166.06 95.59 0
#1 service 1 0 168.06 178.06 97.59 0
#1 service 9 0 184.15 194.15 103.68 49.15
#1 service 10 0 202.39 212.39 111.92 50.39
#1 service 8 0 218.72 228.72 118.25 17.72
#1 finish 0 0 243.95 243.95 133.48 13.95
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   10.47  243.95 133.48 131.2
