Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 2 0 14.87 24.87 14.87 0
#1 service 8 0.43 31.57 42.0 21.57 0
#1 service 6 0 45.61 55.61 25.18 0
#1 service 10 0 57.84 67.84 27.42 0
#1 service 7 0 74.24 84.24 33.82 0
#1 service 3 0.59 87.41 98.0 36.98 0
#1 service 1 0 102.47 112.47 41.45 0
#1 service 5 0 119.75 129.75 48.73 8.75
#1 service 4 0 136.82 146.82 55.8 47.82
#1 service 9 0 156.26 166.26 65.24 28.26
#1 finish 0 0 177.44 177.44 76.42 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   1.02  177.44 76.42 84.83
