Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 2 3.96 24.04 38.0 24.04 0
#1 service 10 0 46.06 56.06 32.1 0
#1 service 5 0 69.22 79.22 45.26 0
#1 service 9 26.73 88.27 125.0 54.31 0
#1 service 1 0 142.26 152.26 71.57 0
#1 service 7 0 157.36 167.36 76.67 0
#1 service 4 0 177.99 187.99 87.3 17.99
#1 service 6 0 192.23 202.23 91.55 39.23
#1 service 8 0 209.31 219.31 98.62 1.31
#1 service 3 0 225.71 235.71 105.02 72.71
#1 finish 0 0 252.91 252.91 122.23 22.91
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   30.69  252.91 122.23 154.15
