Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 7 0 32.02 42.02 32.02 0
#1 service 3 0 47.67 57.67 37.67 0
#1 service 9 0 68.49 78.49 48.49 0
#1 service 5 0 91.53 101.53 61.53 0
#1 service 1 0 107.85 117.85 67.85 2.85
#1 service 4 7.05 122.95 140.0 72.95 0
#1 service 6 0 143.16 153.16 76.11 26.16
#1 service 8 0 157.63 167.63 80.59 0
#1 service 2 0 172.11 182.11 85.06 0
#1 service 10 0 192.16 202.16 95.11 0
#1 finish 0 0 220.18 220.18 113.14 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   7.05  220.18 113.14 29.01
