Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 7 9.24 123.76 143.0 123.76 0
#1 service 11 17.47 189.53 217.0 170.29 0
#1 service 9 0 219.24 229.24 172.53 0
#1 service 10 0 234.34 244.34 177.63 25.34
#1 service 12 0 282.81 292.81 216.1 37.81
#1 service 8 0 333.85 343.85 257.15 153.85
#1 service 5 0 392.95 402.95 306.24 241.95
#1 service 4 0 406.11 416.11 309.4 268.11
#1 service 3 0 418.11 428.11 311.4 288.11
#1 service 6 0 430.11 440.11 313.4 178.11
#1 service 2 0 442.94 452.94 316.23 314.94
#1 service 1 0 490.53 500.53 353.82 399.53
#1 finish 0 0 561.82 561.82 415.11 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   26.71  561.82 415.11 1907.73
