Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 5 0 11.18 21.18 11.18 0
#1 service 1 7.17 33.83 51.0 23.83 0
#1 service 3 0 60.85 70.85 33.68 0
#1 service 7 0 78.91 88.91 41.74 0
#1 service 10 0 94.01 104.01 46.84 0
#1 service 9 0 116.05 126.05 58.88 0
#1 service 8 0 133.26 143.26 66.09 0
#1 service 2 0 168.76 178.76 91.59 0
#1 service 4 0 188.76 198.76 101.59 14.76
#1 service 6 0 213.52 223.52 116.35 0
#1 finish 0 0 231.14 231.14 123.97 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   7.17  231.14 123.97 14.76
