Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 6 0 32.39 42.39 32.39 0
#1 service 4 7.8 50.2 68.0 40.2 0
#1 service 5 0 70.0 80.0 42.2 0
#1 service 1 0 85.39 95.39 47.58 0
#1 service 3 0 98.39 108.39 50.58 0
#1 service 7 0 114.22 124.22 56.41 25.22
#1 service 8 0 126.22 136.22 58.41 0
#1 service 9 0 143.29 153.29 65.49 0
#1 service 2 0 164.47 174.47 76.67 0
#1 service 10 0 188.07 198.07 90.27 68.07
#1 finish 0 0 230.63 230.63 122.83 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   7.8  230.63 122.83 93.29
