Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 0 12.04 22.04 12.04 0
#1 service 6 0 30.1 40.1 20.1 0
#1 service 3 0 70.52 80.52 50.52 0
#1 service 8 0 93.52 103.52 63.52 0
#1 service 2 0 112.46 122.46 72.46 0
#1 service 1 0.1 140.9 151.0 90.9 0
#1 service 10 0 188.12 198.12 128.02 0
#1 service 5 0 210.2 220.2 140.11 0
#1 service 7 0 226.53 236.53 146.43 105.53
#1 service 4 0 245.47 255.47 155.37 148.47
#1 finish 0 0 273.36 273.36 173.26 33.36
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0.1  273.36 173.26 287.36
