Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 0 26.93 36.93 26.93 0
#1 service 5 0 45.98 55.98 35.98 0
#1 service 2 25.02 64.98 100.0 44.98 0
#1 service 1 0 104.47 114.47 49.45 0
#1 service 3 0 120.8 130.8 55.78 0
#1 service 8 0 143.84 153.84 68.82 0
#1 service 10 0 171.95 181.95 86.93 0
#1 service 6 0 192.58 202.58 97.56 10.58
#1 service 4 0 213.76 223.76 108.74 42.76
#1 service 7 0 241.78 251.78 126.77 120.78
#1 finish 0 0 285.33 285.33 160.31 45.33
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   25.02  285.33 160.31 219.44
