Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 5 0 165.21 255.21 165.21 0
#1 service 10 0 258.21 348.21 168.21 0
#1 service 11 0 351.81 441.81 171.81 0
#1 service 12 0 444.05 534.05 174.05 0
#1 service 6 0 540.13 630.13 180.13 0
#1 service 1 0 631.13 721.13 181.13 163.13
#1 service 7 0 723.37 813.37 183.37 0
#1 service 9 0 816.37 906.37 186.37 0
#1 service 8 0 918.9 1008.9 198.9 155.9
#1 service 3 0 1023.32 1113.32 213.32 718.32
#1 service 4 0 1143.47 1233.47 243.47 630.47
#1 service 2 0 1293.68 1383.68 303.68 842.68
#1 finish 0 0 1531.71 1531.71 451.71 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  1531.71 451.71 2510.49
