Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 5 0 90.01 180.01 90.01 0
#1 service 12 0 316.22 406.22 226.22 0
#1 service 1 0 521.74 611.74 341.74 368.74
#1 service 2 0 631.59 721.59 361.59 465.59
#1 service 10 0 767.2 857.2 407.2 242.2
#1 service 11 0 899.21 989.21 449.21 410.21
#1 service 7 0 996.82 1086.82 456.82 776.82
#1 service 6 0 1115.89 1205.89 485.89 930.89
#1 service 9 0 1255.71 1345.71 535.71 1070.71
#1 service 8 0 1387.02 1477.02 577.02 1284.02
#1 service 3 0 1508.32 1598.32 608.32 1341.32
#1 service 4 0 1599.73 1689.73 609.73 1507.73
#1 finish 0 0 1731.33 1731.33 651.33 55.33
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  1731.33 651.33 8453.56
