Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 1 295.99 47.01 353.0 47.01 0
#1 service 4 0 359.32 369.32 53.34 0
#1 service 2 11.29 374.71 396.0 58.72 0
#1 service 9 0 410.56 420.56 73.28 0
#1 service 5 0 422.8 432.8 75.52 0
#1 service 11 0 437.9 447.9 80.62 59.9
#1 service 12 0 463.52 473.52 96.24 103.52
#1 service 6 0 481.58 491.58 104.3 62.58
#1 service 10 0 499.64 509.64 112.36 0
#1 service 7 0 511.88 521.88 114.6 4.88
#1 service 8 0 530.42 540.42 123.14 6.42
#1 service 3 0 551.19 561.19 133.91 86.19
#1 finish 0 0 611.79 611.79 184.51 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   307.28  611.79 184.51 323.48
