Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 6 0 24.0 34.0 24.0 0
#1 service 3 101.39 37.61 149.0 27.61 0
#1 service 1 0 158.85 168.85 37.45 0
#1 service 2 0 171.85 181.85 40.45 0
#1 service 4 15.61 190.39 216.0 49.0 0
#1 service 9 83.35 228.65 322.0 61.65 0
#1 service 10 0 329.21 339.21 68.86 0
#1 service 12 0 357.1 367.1 86.75 0
#1 service 5 0 396.51 406.51 116.16 232.51
#1 service 8 0 416.81 426.81 126.45 0
#1 service 7 0 451.99 461.99 151.63 300.99
#1 service 11 0 479.68 489.68 169.32 0
#1 finish 0 0 507.57 507.57 187.21 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   200.35  507.57 187.21 533.5
