Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 6 0 48.17 58.17 48.17 0
#1 service 4 0 113.53 123.53 103.53 0
#1 service 3 0 134.57 144.57 114.57 0
#1 service 5 0 150.9 160.9 120.9 0
#1 service 9 0 188.19 198.19 148.19 0
#1 service 10 0 198.19 208.19 148.19 0
#1 service 1 0 227.17 237.17 167.17 36.17
#1 service 7 0 270.18 280.18 200.18 55.18
#1 service 8 0 297.18 307.18 217.18 190.18
#1 service 2 0 346.09 356.09 256.09 138.09
#1 finish 0 0 377.19 377.19 277.19 137.19
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  377.19 277.19 556.81
