Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 5 0 20.62 110.62 20.62 0
#1 service 3 0 115.62 205.62 25.62 0
#1 service 7 0 206.62 296.62 26.62 0
#1 service 9 0 302.62 392.62 32.62 0
#1 service 6 61.78 396.22 548.0 36.22 0
#1 service 8 0 550.83 640.83 39.05 0
#1 service 4 0 643.83 733.83 42.05 0
#1 service 2 0 736.66 826.66 44.88 0
#1 service 1 0 830.26 920.26 48.48 0
#1 service 10 0 936.07 1026.07 64.29 0
#1 finish 0 0 1041.89 1041.89 80.11 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   61.78  1041.89 80.11 0
