Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 2 2.0 18.0 30.0 18.0 0
#1 service 7 21.0 39.0 70.0 27.0 0
#1 service 8 0 74.47 84.47 31.47 0
#1 service 5 0 91.68 101.68 38.68 0
#1 service 1 0 112.86 122.86 49.86 0
#1 service 9 0 137.29 147.29 64.29 0
#1 service 10 0 150.11 160.11 67.11 0
#1 service 4 0 168.6 178.6 75.6 0
#1 service 6 0 187.65 197.65 84.65 29.65
#1 service 3 0 204.93 214.93 91.93 50.93
#1 finish 0 0 245.35 245.35 122.35 15.35
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   23.0  245.35 122.35 95.94
