Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 3 0 14.87 24.87 14.87 0
#1 service 10 0 28.87 38.87 18.87 0
#1 service 5 7.92 46.08 64.0 26.08 0
#1 service 2 20.84 67.16 98.0 29.24 0
#1 service 7 0 107.22 117.22 38.46 0
#1 service 4 0.54 121.46 132.0 42.7 0
#1 service 9 0 135.16 145.16 45.86 0
#1 service 8 0 150.16 160.16 50.86 0
#1 service 1 0 168.41 178.41 59.11 0
#1 service 6 0 184.49 194.49 65.19 0
#1 finish 0 0 203.55 203.55 74.25 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   29.3  203.55 74.25 0
