Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 3 23.0 15.0 48.0 15.0 0
#1 service 6 0 55.07 65.07 22.07 0
#1 service 7 0 80.07 90.07 37.07 0
#1 service 9 0 99.29 109.29 46.29 0
#1 service 4 0 112.9 122.9 49.9 0
#1 service 2 0 128.98 138.98 55.98 0
#1 service 1 0 140.98 150.98 57.98 0
#1 service 8 0 160.2 170.2 67.2 0
#1 service 5 0 180.2 190.2 77.2 12.2
#1 service 10 0 202.24 212.24 89.24 46.24
#1 finish 0 0 223.42 223.42 100.42 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   23.0  223.42 100.42 58.44
