Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 6 4.76 19.24 34.0 19.24 0
#1 service 5 0 39.0 49.0 24.24 0
#1 service 8 0 61.04 71.04 36.28 0
#1 service 2 0 82.44 92.44 47.68 0
#1 service 7 0 96.92 106.92 52.15 0
#1 service 10 0 114.98 124.98 60.21 0
#1 service 3 0 133.04 143.04 68.28 0
#1 service 1 0 149.36 159.36 74.6 0
#1 service 9 0 169.66 179.66 84.9 0
#1 service 4 0 192.81 202.81 98.05 0
#1 finish 0 0 223.91 223.91 119.14 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   4.76  223.91 119.14 0
