Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 4 0 24.76 34.76 24.76 0
#1 service 7 0.24 42.76 53.0 32.76 0
#1 service 1 0 63.0 73.0 42.76 0
#1 service 2 8.0 79.0 97.0 48.76 0
#1 service 3 0 104.21 114.21 55.97 0
#1 service 8 0 122.27 132.27 64.03 0
#1 service 9 0 141.22 151.22 72.98 0
#1 service 5 0 160.65 170.65 82.41 54.65
#1 service 6 0 177.36 187.36 89.12 0
#1 service 10 0 197.56 207.56 99.32 54.56
#1 finish 0 0 243.61 243.61 135.37 13.61
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   8.24  243.61 135.37 122.82
