Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 8 10.74 21.26 42.0 21.26 0
#1 service 6 9.38 49.62 69.0 28.88 0
#1 service 1 0 73.47 83.47 33.35 0
#1 service 4 0 89.8 99.8 39.67 0
#1 service 3 0 107.86 117.86 47.74 0
#1 service 9 0 123.52 133.52 53.39 0
#1 service 2 0 142.52 152.52 62.39 0
#1 service 5 0 155.68 165.68 65.55 38.68
#1 service 7 0 168.51 178.51 68.38 0
#1 service 10 0 181.33 191.33 71.21 44.33
#1 finish 0 0 208.83 208.83 88.7 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   20.12  208.83 88.7 83.01
