Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 0 26.93 36.93 26.93 0
#1 service 5 0 45.98 55.98 35.98 0
#1 service 1 0 67.69 77.69 47.69 0
#1 service 3 0 84.01 94.01 54.01 0
#1 service 8 0 107.05 117.05 67.05 0
#1 service 10 14.84 135.16 160.0 85.16 0
#1 service 6 0 170.63 180.63 95.79 0
#1 service 4 0 191.81 201.81 106.97 20.81
#1 service 2 0 210.75 220.75 115.91 90.75
#1 service 7 0 231.94 241.94 127.09 110.94
#1 finish 0 0 275.48 275.48 160.64 35.48
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   14.84  275.48 160.64 257.98
