Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 11 93.08 130.92 234.0 130.92 0
#1 service 8 0 241.07 251.07 137.99 4.07
#1 service 9 0 254.23 264.23 141.16 30.23
#1 service 10 0 277.65 287.65 154.57 99.65
#1 service 6 0 315.43 325.43 182.36 109.43
#1 service 5 0 327.67 337.67 184.59 108.67
#1 service 3 0 344.38 354.38 191.3 97.38
#1 service 4 0 356.61 366.61 193.54 97.61
#1 service 1 0 460.3 470.3 287.22 222.3
#1 service 2 0 483.45 493.45 300.37 79.45
#1 service 12 0 567.18 577.18 374.11 140.18
#1 service 7 0 644.72 654.72 441.64 365.72
#1 finish 0 0 893.02 893.02 679.94 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   93.08  893.02 679.94 1354.7
