Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 1 368.75 164.25 543.0 164.25 0
#1 service 2 0 680.06 690.06 301.31 317.06
#1 service 8 0 690.06 700.06 301.31 327.06
#1 service 10 0 700.06 710.06 301.31 337.06
#1 service 6 0 710.06 720.06 301.31 347.06
#1 service 11 0 720.06 730.06 301.31 357.06
#1 service 4 0 730.06 740.06 301.31 367.06
#1 service 7 0 740.06 750.06 301.31 377.06
#1 service 9 0 750.06 760.06 301.31 387.06
#1 service 3 0 760.06 770.06 301.31 397.06
#1 service 12 0 770.06 780.06 301.31 407.06
#1 service 5 0 780.06 790.06 301.31 417.06
#1 finish 0 0 941.6 941.6 452.84 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   368.75  941.6 452.84 4037.64
