Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 5 41.92 132.08 184.0 132.08 0
#1 service 8 0 203.8 213.8 151.87 0
#1 service 11 0 231.26 241.26 169.34 0
#1 service 7 0 309.38 319.38 237.46 0
#1 service 6 0 346.31 356.31 264.38 0
#1 service 10 373.17 447.83 831.0 355.91 0
#1 service 4 0 871.71 881.71 396.61 574.71
#1 service 3 0 917.61 927.61 432.52 480.61
#1 service 9 0 942.03 952.03 446.94 0
#1 service 2 0 965.92 975.92 460.83 568.92
#1 service 1 0 1022.06 1032.06 506.97 503.06
#1 service 12 0 1058.99 1068.99 533.9 0
#1 finish 0 0 1118.73 1118.73 583.64 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   415.09  1118.73 583.64 2127.3
