Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 12 0 78.16 88.16 78.16 0
#1 service 2 0 345.32 355.32 335.32 50.32
#1 service 1 0 375.04 385.04 355.04 92.04
#1 service 3 0 428.09 438.09 398.09 140.09
#1 service 6 0 482.23 492.23 442.23 0
#1 service 8 117.92 502.08 630.0 452.08 0
#1 service 9 0 637.07 647.07 459.15 0
#1 service 4 0 652.17 662.17 464.25 275.17
#1 service 10 0 672.61 682.61 474.69 0
#1 service 5 0 698.73 708.73 490.82 360.73
#1 service 11 0 730.94 740.94 513.02 0
#1 service 7 0 765.13 775.13 537.21 368.13
#1 finish 0 0 884.5 884.5 646.58 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   117.92  884.5 646.58 1286.48
