Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 3 0 94.83 104.83 94.83 0
#1 service 2 0 112.64 122.64 102.64 0
#1 service 10 39.08 193.92 243.0 173.92 0
#1 service 11 0 261.6 271.6 192.52 0
#1 service 8 0 296.78 306.78 217.7 31.78
#1 service 7 0 337.05 347.05 247.96 0
#1 service 6 0 374.94 384.94 275.86 163.94
#1 service 5 0 405.16 415.16 296.08 137.16
#1 service 4 0 442.18 452.18 323.1 242.18
#1 service 9 95.08 534.92 640.0 405.83 0
#1 service 12 0 716.69 726.69 482.53 81.69
#1 service 1 0 878.81 888.81 634.65 673.81
#1 finish 0 0 963.49 963.49 709.32 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   134.17  963.49 709.32 1330.57
