Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 487.73 228.27 726.0 228.27 0
#1 service 12 0 754.32 764.32 256.58 23.32
#1 service 4 30.47 778.53 819.0 270.8 0
#1 service 3 2.69 838.31 851.0 290.11 0
#1 service 5 0 879.28 889.28 318.39 116.28
#1 service 1 0 908.6 918.6 337.71 0
#1 service 2 0 936.29 946.29 355.4 23.29
#1 service 11 0 978.07 988.07 387.18 0
#1 service 7 0 1004.56 1014.56 403.67 179.56
#1 service 6 0 1020.97 1030.97 410.08 63.97
#1 service 8 0 1098.05 1108.05 477.16 76.05
#1 service 9 0 1140.33 1150.33 509.44 280.33
#1 finish 0 0 1336.41 1336.41 695.52 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   520.89  1336.41 695.52 762.8
