Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 835.41 225.59 1071.0 225.59 0
#1 service 11 0 1092.19 1102.19 246.78 0
#1 service 8 0 1119.88 1129.88 264.48 43.88
#1 service 2 0 1132.12 1142.12 266.71 251.12
#1 service 6 0 1174.13 1184.13 298.73 36.13
#1 service 1 0 1204.38 1214.38 318.98 536.38
#1 service 3 0 1225.56 1235.56 330.16 122.56
#1 service 7 0 1256.82 1266.82 351.42 69.82
#1 service 4 0 1284.51 1294.51 369.11 252.51
#1 service 9 0 1303.12 1313.12 377.71 130.12
#1 service 5 0 1319.12 1329.12 383.71 302.12
#1 service 12 0 1343.68 1353.68 398.27 135.68
#1 finish 0 0 1575.82 1575.82 620.42 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   835.41  1575.82 620.42 1880.32
