Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 11 0 12.21 102.21 12.21 0
#1 service 10 0 108.91 198.91 18.91 0
#1 service 9 0 200.91 290.91 20.91 0
#1 service 1 149.23 318.77 558.0 48.77 0
#1 service 2 8.76 560.24 659.0 51.01 0
#1 service 6 0 673.32 763.32 65.33 0
#1 service 7 0 764.73 854.73 66.74 0
#1 service 3 0 858.34 948.34 70.35 0
#1 service 4 0 950.57 1040.57 72.58 0
#1 service 8 0 1042.57 1132.57 74.58 410.57
#1 service 5 0 1136.82 1226.82 78.82 0
#1 finish 0 0 1265.93 1265.93 117.94 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   157.99  1265.93 117.94 410.57
