Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 5 0 24.76 34.76 24.76 0
#1 service 6 4.57 65.43 80.0 55.43 0
#1 service 7 0 88.54 98.54 63.98 0
#1 service 4 13.24 107.76 131.0 73.2 0
#1 service 3 0 141.0 151.0 83.2 0
#1 service 2 0 160.22 170.22 92.42 0
#1 service 1 0 172.22 182.22 94.42 0
#1 service 9 0 188.3 198.3 100.5 53.3
#1 service 10 0 206.55 216.55 108.75 54.55
#1 service 8 0 222.87 232.87 115.07 21.87
#1 finish 0 0 248.1 248.1 130.3 18.1
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   17.8  248.1 130.3 147.83
