Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 0 14.87 24.87 14.87 0
#1 service 1 0 28.87 38.87 18.87 0
#1 service 2 0 41.1 51.1 21.1 0
#1 service 6 0 57.51 67.51 27.51 0
#1 service 10 0 74.21 84.21 34.21 0
#1 service 3 0 88.69 98.69 38.69 0
#1 service 5 0 101.85 111.85 41.85 8.85
#1 service 8 0 115.01 125.01 45.01 0
#1 service 7 0 132.22 142.22 52.22 21.22
#1 service 4 0 151.44 161.44 61.44 30.44
#1 finish 0 0 173.48 173.48 73.48 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  173.48 73.48 60.51
