Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 8 1.68 6.32 18.0 6.32 0
#1 service 9 10.78 27.22 48.0 15.54 0
#1 service 2 0 63.81 73.81 31.36 0
#1 service 3 0 76.97 86.97 34.52 0
#1 service 4 0 90.14 100.14 37.68 0
#1 service 5 0 105.52 115.52 43.07 4.52
#1 service 10 0 135.45 145.45 62.99 0
#1 service 7 0 152.73 162.73 70.27 19.73
#1 service 1 0 168.56 178.56 76.1 79.56
#1 service 6 0 187.99 197.99 85.54 59.99
#1 finish 0 0 209.17 209.17 96.72 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   12.46  209.17 96.72 163.8
