Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 5 0 32.02 42.02 32.02 0
#1 service 9 0 53.2 63.2 43.2 0
#1 service 10 2.77 76.23 89.0 56.23 0
#1 service 8 0 95.32 105.32 62.56 0
#1 service 1 0 114.27 124.27 71.5 0
#1 service 2 0 134.32 144.32 81.55 0
#1 service 6 0 162.76 172.76 99.99 0
#1 service 3 0 194.16 204.16 121.39 0
#1 service 4 0 217.61 227.61 134.85 7.61
#1 service 7 0 244.01 254.01 151.25 49.01
#1 finish 0 0 278.61 278.61 175.84 48.61
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   2.77  278.61 175.84 105.24
