Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 0 24.76 34.76 24.76 0
#1 service 3 9.99 43.01 63.0 33.01 0
#1 service 7 0 69.32 79.32 39.33 0
#1 service 10 0 92.74 102.74 52.75 0
#1 service 8 0 107.74 117.74 57.75 0
#1 service 2 0 127.94 137.94 67.94 0
#1 service 1 0 144.65 154.65 74.65 38.65
#1 service 5 0 164.94 174.94 84.95 0
#1 service 4 0 188.54 198.54 98.55 9.54
#1 service 6 0 207.49 217.49 107.49 55.49
#1 finish 0 0 249.11 249.11 139.12 19.11
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   9.99  249.11 139.12 122.79
