Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 7.17 29.83 47.0 29.83 0
#1 service 2 0 57.44 67.44 40.27 0
#1 service 3 0 77.44 87.44 50.27 0
#1 service 5 0 93.44 103.44 56.27 0
#1 service 1 0 113.49 123.49 66.32 0
#1 service 4 0 133.69 143.69 76.52 0
#1 service 9 0 150.4 160.4 83.23 44.4
#1 service 6 0 170.69 180.69 93.52 0.69
#1 service 8 0 194.29 204.29 107.13 15.29
#1 service 7 0 213.24 223.24 116.07 61.24
#1 finish 0 0 254.86 254.86 147.69 24.86
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   7.17  254.86 147.69 146.48
