Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 4 0 34.93 44.93 34.93 0
#1 service 6 0 59.35 69.35 49.35 0
#1 service 2 0 96.81 106.81 76.81 0
#1 service 1 0 113.13 123.13 83.13 0
#1 service 3 0 136.55 146.55 96.55 30.55
#1 service 9 0 183.67 193.67 133.67 25.67
#1 service 8 0 200.95 210.95 140.95 46.95
#1 service 10 0 218.23 228.23 148.23 85.23
#1 service 7 0 243.5 253.5 163.5 115.5
#1 service 5 0 257.62 267.62 167.62 47.62
#1 finish 0 0 276.68 276.68 176.68 46.68
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  276.68 176.68 398.2
