Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 12 0 56.0 66.0 56.0 0
#1 service 9 0 73.21 83.21 63.21 0
#1 service 8 0 128.39 138.39 108.39 0
#1 service 10 0 168.62 178.62 138.62 0
#1 service 11 66.41 212.59 289.0 172.59 0
#1 service 1 0 319.08 329.08 202.67 84.08
#1 service 2 0 341.12 351.12 214.72 57.12
#1 service 3 0 372.12 382.12 235.72 118.12
#1 service 6 0 431.0 441.0 284.59 197.0
#1 service 4 0 464.35 474.35 307.94 283.35
#1 service 7 0 530.06 540.06 363.65 357.06
#1 service 5 0 549.49 559.49 373.09 368.49
#1 finish 0 0 605.72 605.72 419.31 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   66.41  605.72 419.31 1465.24
