Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 8 587.88 130.12 728.0 130.12 0
#1 service 6 0 752.7 762.7 154.81 0
#1 service 1 0 832.1 842.1 224.22 163.1
#1 service 2 0 843.1 853.1 225.22 128.1
#1 service 3 0 882.1 892.1 254.22 123.1
#1 service 7 0 955.49 965.49 317.61 327.49
#1 service 11 0 999.86 1009.86 351.97 468.86
#1 service 10 0 1013.02 1023.02 355.13 366.02
#1 service 12 0 1059.64 1069.64 391.75 335.64
#1 service 9 0 1092.98 1102.98 415.1 405.98
#1 service 5 0 1172.63 1182.63 484.74 517.63
#1 service 4 0 1190.69 1200.69 492.8 529.69
#1 finish 0 0 1405.38 1405.38 697.49 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   587.88  1405.38 697.49 3365.61
