Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 0 19.24 109.24 19.24 0
#1 service 11 0 114.62 204.62 24.62 0
#1 service 6 0 208.23 298.23 28.23 0
#1 service 8 0 301.05 391.05 31.05 0
#1 service 4 0 394.22 484.22 34.22 0
#1 service 2 0 486.45 576.45 36.45 0
#1 service 1 69.55 577.45 737.0 37.45 0
#1 service 7 0 741.47 831.47 41.93 230.47
#1 service 12 0 842.24 932.24 52.7 0
#1 service 3 0 945.05 1035.05 65.5 335.05
#1 service 5 0 1038.21 1128.21 68.66 0
#1 service 9 0 1131.37 1221.37 71.83 0
#1 finish 0 0 1239.48 1239.48 89.94 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   69.55  1239.48 89.94 565.52
