Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 8 0 83.76 173.76 83.76 0
#1 service 7 0 175.18 265.18 85.18 0
#1 service 6 0 267.18 357.18 87.18 0
#1 service 4 0 378.27 468.27 108.27 0
#1 service 1 8.14 488.86 587.0 128.86 0
#1 service 3 0 603.16 693.16 145.02 0
#1 service 2 0 700.97 790.97 152.83 0
#1 service 11 0 819.13 909.13 180.99 0
#1 service 10 0 912.13 1002.13 183.99 0
#1 service 9 0 1017.65 1107.65 199.51 0
#1 service 12 0 1113.04 1203.04 204.9 0
#1 service 5 0 1208.04 1298.04 209.9 0
#1 finish 0 0 1378.45 1378.45 290.31 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   8.14  1378.45 290.31 0
