Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 12 0 25.81 115.81 25.81 0
#1 service 7 0 122.52 212.52 32.52 0
#1 service 6 0 216.52 306.52 36.52 0
#1 service 4 0 328.47 418.47 58.47 0
#1 service 3 0 420.47 510.47 60.47 0
#1 service 2 0 511.47 601.47 61.47 0
#1 service 1 0 605.94 695.94 65.94 0
#1 service 5 0 724.8 814.8 94.8 0
#1 service 9 0 825.1 915.1 105.1 0
#1 service 11 0 917.34 1007.34 107.34 0
#1 service 8 0 1011.58 1101.58 111.58 0
#1 service 10 0 1103.58 1193.58 113.58 0
#1 finish 0 0 1213.28 1213.28 133.28 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  1213.28 133.28 0
