Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 1 0 57.63 147.63 57.63 0
#1 service 5 0 162.86 252.86 72.86 0
#1 service 7 0 252.86 342.86 72.86 0
#1 service 9 0 342.86 432.86 72.86 0
#1 service 6 0 432.86 522.86 72.86 0
#1 service 2 0 522.86 612.86 72.86 0
#1 service 3 0 612.86 702.86 72.86 0
#1 service 12 0 702.86 792.86 72.86 0
#1 service 10 0 792.86 882.86 72.86 0
#1 service 4 0 882.86 972.86 72.86 0
#1 service 11 0 972.86 1062.86 72.86 0
#1 service 8 0 1062.86 1152.86 72.86 0
#1 finish 0 0 1216.27 1216.27 136.27 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  1216.27 136.27 0
