Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 0 138.59 148.59 138.59 0
#1 service 10 0 154.92 164.92 144.92 0
#1 service 12 0 208.76 218.76 188.76 0
#1 service 8 0 281.41 291.41 251.41 0
#1 service 7 0 346.15 356.15 306.15 0
#1 service 6 0 374.04 384.04 324.04 0
#1 service 3 0 387.04 397.04 327.04 0
#1 service 2 0 401.51 411.51 331.51 0
#1 service 1 0 415.76 425.76 335.76 0
#1 service 4 0 434.7 444.7 344.7 0
#1 service 5 0 446.7 456.7 346.7 0
#1 service 11 0 504.5 514.5 394.5 0
#1 finish 0 0 629.61 629.61 509.61 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  629.61 509.61 0
