Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 11 0 15.3 25.3 15.3 0
#1 service 12 0 63.31 73.31 53.31 0
#1 service 7 0 88.44 98.44 68.44 0
#1 service 5 0 104.27 114.27 74.27 0
#1 service 3 0 139.77 149.77 99.77 0
#1 service 1 0 154.01 164.01 104.01 0
#1 service 2 0 166.25 176.25 106.25 0
#1 service 4 0 180.25 190.25 110.25 0
#1 service 9 0 230.56 240.56 150.56 0
#1 service 6 0 276.61 286.61 186.61 0
#1 service 10 0 304.64 314.64 204.64 0
#1 service 8 0 352.97 362.97 242.97 0
#1 finish 0 0 409.83 409.83 289.83 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  409.83 289.83 0
