Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 6 180.2 96.8 287.0 96.8 0
#1 service 10 9.96 299.04 319.0 108.84 0
#1 service 8 0 351.02 361.02 140.86 0
#1 service 3 0 369.08 379.08 148.92 0
#1 service 2 0 396.54 406.54 166.38 0
#1 service 1 0 425.41 435.41 185.25 0
#1 service 5 0 453.77 463.77 203.61 0
#1 service 4 0 472.25 482.25 212.09 63.25
#1 service 12 0 491.2 501.2 221.04 0
#1 service 11 0 515.23 525.23 235.07 150.23
#1 service 7 0 574.44 584.44 284.28 128.44
#1 service 9 0 590.09 600.09 289.93 139.09
#1 finish 0 0 678.87 678.87 368.71 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   190.16  678.87 368.71 481.02
