Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 1 0 81.32 171.32 81.32 0
#1 service 6 0 188.32 278.32 98.32 0
#1 service 11 0 300.68 390.68 120.68 0
#1 service 10 0 395.68 485.68 125.68 0
#1 service 12 0 495.17 585.17 135.17 0
#1 service 9 0 595.07 685.07 145.07 0
#1 service 7 0 693.13 783.13 153.13 0
#1 service 3 0 807.89 897.89 177.89 0
#1 service 5 0 908.09 998.09 188.09 0
#1 service 2 0 1002.21 1092.21 192.21 0
#1 service 4 0 1095.37 1185.37 195.37 0
#1 service 8 0 1189.61 1279.61 199.61 0
#1 finish 0 0 1342.24 1342.24 262.24 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  1342.24 262.24 0
