Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 8 153.87 15.13 259.0 15.13 0
#1 service 6 0 279.62 369.62 35.75 0
#1 service 9 0 399.58 489.58 65.71 255.58
#1 service 3 0 513.01 603.01 89.15 436.01
#1 service 1 0 608.84 698.84 94.98 291.84
#1 service 2 0 701.84 791.84 97.98 289.84
#1 service 5 0 823.16 913.16 129.3 476.16
#1 service 7 0 923.36 1013.36 139.5 765.36
#1 service 4 0 1031.39 1121.39 157.52 619.39
#1 service 10 0 1126.49 1216.49 162.62 0
#1 finish 0 0 1233.04 1233.04 179.18 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   153.87  1233.04 179.18 3134.2
