Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 7 0 31.62 121.62 31.62 0
#1 service 5 0 123.62 213.62 33.62 0
#1 service 6 0 218.62 308.62 38.62 0
#1 service 4 0 311.62 401.62 41.62 0
#1 service 2 0 406.62 496.62 46.62 0
#1 service 9 0 501.62 591.62 51.62 0
#1 service 1 0 593.62 683.62 53.62 0
#1 service 3 0 689.45 779.45 59.45 0
#1 service 8 0 784.45 874.45 64.45 0
#1 service 10 0 890.27 980.27 80.27 0
#1 finish 0 0 1005.27 1005.27 105.27 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  1005.27 105.27 0
