Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 0 94.73 184.73 94.73 0
#1 service 6 0 189.2 279.2 99.2 0
#1 service 5 0 280.2 370.2 100.2 0
#1 service 7 60.39 371.61 522.0 101.61 0
#1 service 3 0 524.24 614.24 103.85 0
#1 service 1 3.76 615.24 709.0 104.85 0
#1 service 2 0 710.41 800.41 106.26 0
#1 service 4 0 801.83 891.83 107.68 0
#1 service 8 0 921.85 1011.85 137.69 247.85
#1 service 11 0 1048.52 1138.52 174.37 0
#1 service 10 0 1163.26 1253.26 199.11 480.26
#1 service 12 0 1262.74 1352.74 208.59 587.74
#1 finish 0 0 1439.06 1439.06 294.91 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   64.15  1439.06 294.91 1315.85
