Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 1 160.76 19.24 190.0 19.24 0
#1 service 2 0 190.0 200.0 19.24 0
#1 service 4 0 200.0 210.0 19.24 0
#1 service 3 0 210.0 220.0 19.24 0
#1 service 7 0 220.0 230.0 19.24 10.0
#1 service 5 0 230.0 240.0 19.24 20.0
#1 service 8 0 240.0 250.0 19.24 30.0
#1 service 10 0 250.0 260.0 19.24 40.0
#1 service 6 0 260.0 270.0 19.24 50.0
#1 service 9 0 270.0 280.0 19.24 60.0
#1 finish 0 0 299.24 299.24 38.47 59.24
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   160.76  299.24 38.47 269.24
