Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 7 56.48 20.52 87.0 20.52 0
#1 service 6 0 104.8 114.8 38.32 0
#1 service 3 0 125.98 135.98 49.5 4.98
#1 service 4 0 140.98 150.98 54.5 0
#1 service 2 0 152.98 162.98 56.5 63.98
#1 service 1 0 168.98 178.98 62.5 80.98
#1 service 10 0 184.37 194.37 67.89 5.37
#1 service 5 0 207.97 217.97 81.49 87.97
#1 service 8 0 231.39 241.39 94.91 110.39
#1 service 9 0 250.33 260.33 103.85 153.33
#1 finish 0 0 278.22 278.22 121.74 38.22
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   56.48  278.22 121.74 545.24
