Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 7 0 12.04 22.04 12.04 0
#1 service 8 0 46.08 56.08 36.08 0
#1 service 6 0 82.03 92.03 62.03 0
#1 service 3 0 110.03 120.03 80.03 0
#1 service 1 0 127.31 137.31 87.31 0
#1 service 2 0 139.31 149.31 89.31 44.31
#1 service 4 1.69 152.31 164.0 92.31 0
#1 service 5 0 175.18 185.18 103.49 53.18
#1 service 9 0 207.54 217.54 125.85 47.54
#1 service 10 0 226.76 236.76 135.07 63.76
#1 finish 0 0 249.8 249.8 148.1 9.8
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   1.69  249.8 148.1 218.59
