Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 0 15.81 25.81 15.81 0
#1 service 4 0 54.1 64.1 44.1 0
#1 service 3 0 67.1 77.1 47.1 0
#1 service 2 0 79.1 89.1 49.1 0
#1 service 8 0 92.1 102.1 52.1 25.1
#1 service 6 0 107.48 117.48 57.48 0
#1 service 1 0 120.48 130.48 60.48 0
#1 service 5 8.52 132.48 151.0 62.48 0
#1 service 7 0 156.39 166.39 67.87 31.39
#1 service 10 0 180.28 190.28 81.76 61.28
#1 finish 0 0 228.75 228.75 120.23 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   8.52  228.75 120.23 117.76
