Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 8 0 11.18 21.18 11.18 0
#1 service 7 0 39.43 49.43 29.43 0
#1 service 6 0 64.69 74.69 44.69 0
#1 service 2 9.27 86.73 106.0 56.73 0
#1 service 1 0 114.06 124.06 64.8 0
#1 service 5 0 133.28 143.28 74.02 51.28
#1 service 3 17.25 160.75 188.0 91.48 0
#1 service 4 0 202.87 212.87 106.35 0
#1 service 10 0 238.48 248.48 131.96 28.48
#1 service 9 0 267.08 277.08 150.56 200.08
#1 finish 0 0 314.82 314.82 188.3 74.82
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   26.52  314.82 188.3 354.66
