Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 0 27.46 37.46 27.46 0
#1 service 3 0 54.46 64.46 44.46 0
#1 service 6 0 66.46 76.46 46.46 0
#1 service 7 2.71 82.29 95.0 52.29 0
#1 service 1 0 100.0 110.0 57.29 27.0
#1 service 9 27.0 112.0 149.0 59.29 0
#1 service 5 0 152.61 162.61 62.9 0
#1 service 4 0 166.21 176.21 66.5 61.21
#1 service 2 0 178.21 188.21 68.5 111.21
#1 service 8 0 193.6 203.6 73.89 71.6
#1 finish 0 0 234.4 234.4 104.69 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   29.71  234.4 104.69 271.02
