Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 64.8 117.2 272.0 117.2 0
#1 service 8 0 371.18 461.18 216.38 0
#1 service 7 0 538.71 628.71 293.91 78.71
#1 service 5 0 629.71 719.71 294.91 271.71
#1 service 3 0 749.54 839.54 324.74 248.54
#1 service 11 0 876.21 966.21 361.41 115.21
#1 service 1 0 968.21 1058.21 363.41 582.21
#1 service 4 0 1097.67 1187.67 402.87 837.67
#1 service 2 0 1208.07 1298.07 423.27 887.07
#1 service 6 0 1299.48 1389.48 424.68 1058.48
#1 service 12 0 1507.94 1597.94 543.14 994.94
#1 service 9 0 1602.18 1692.18 547.38 1176.18
#1 finish 0 0 1808.95 1808.95 664.15 132.95
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   64.8  1808.95 664.15 6383.66
