Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 1 0 51.42 61.42 51.42 0
#1 service 2 493.49 84.51 588.0 74.51 0
#1 service 7 71.55 674.45 756.0 160.96 0
#1 service 10 128.24 780.76 919.0 185.72 0
#1 service 9 25.13 933.87 969.0 200.58 0
#1 service 6 0 999.02 1009.02 230.6 0
#1 service 11 0 1039.03 1049.03 260.62 105.03
#1 service 3 0 1068.88 1078.88 280.47 0
#1 service 8 0 1088.37 1098.37 289.95 147.37
#1 service 4 6.2 1121.8 1138.0 313.38 0
#1 service 5 0 1164.68 1174.68 340.07 384.68
#1 finish 0 0 1186.85 1186.85 352.23 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   724.62  1186.85 352.23 637.09
