Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 21.37 134.63 166.0 134.63 0
#1 service 11 0 168.0 178.0 136.63 0
#1 service 1 0 271.74 281.74 230.37 93.74
#1 service 2 0 283.98 293.98 232.61 95.98
#1 service 3 0 299.81 309.81 238.44 95.81
#1 service 4 0 313.42 323.42 242.05 86.42
#1 service 5 0 325.42 335.42 244.05 86.42
#1 service 6 0 345.71 355.71 254.34 130.71
#1 service 7 0 405.72 415.72 304.35 262.72
#1 service 8 0 427.93 437.93 316.56 285.93
#1 service 9 0 442.4 452.4 321.03 314.4
#1 finish 0 0 550.75 550.75 419.38 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   21.37  550.75 419.38 1452.14
