Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 7 0 13.0 23.0 13.0 0
#1 service 11 0.52 49.48 60.0 39.48 0
#1 service 10 0 73.6 83.6 53.08 13.6
#1 service 6 0 118.59 128.59 88.06 0
#1 service 5 0 132.19 142.19 91.67 1.19
#1 service 4 0 143.19 153.19 92.67 23.19
#1 service 1 0 160.47 170.47 99.95 91.47
#1 service 8 0 208.01 218.01 137.49 124.01
#1 service 9 0 234.65 244.65 154.13 151.65
#1 service 2 0 284.58 294.58 194.05 240.58
#1 service 3 0 297.58 307.58 197.05 255.58
#1 finish 0 0 319.78 319.78 209.26 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0.52  319.78 209.26 901.28
