Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 1 0 227.11 237.11 227.11 0
#1 service 3 0 284.19 294.19 274.19 0
#1 service 2 0 294.19 304.19 274.19 0
#1 service 12 0 304.19 314.19 274.19 0
#1 service 8 0 314.19 324.19 274.19 0
#1 service 6 0 324.19 334.19 274.19 0
#1 service 5 0 334.19 344.19 274.19 0
#1 service 10 0 344.19 354.19 274.19 0
#1 service 4 0 354.19 364.19 274.19 0
#1 service 7 0 364.19 374.19 274.19 0
#1 service 9 0 374.19 384.19 274.19 0
#1 service 11 0 384.19 394.19 274.19 0
#1 finish 0 0 598.21 598.21 478.21 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  598.21 478.21 0
