Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 0 10.0 100.0 10.0 0
#1 service 4 0 105.0 195.0 15.0 0
#1 service 2 0 197.0 287.0 17.0 0
#1 service 7 0 290.0 380.0 20.0 0
#1 service 3 0 383.61 473.61 23.61 0
#1 service 1 0 477.21 567.21 27.21 0
#1 service 5 0 572.21 662.21 32.21 0
#1 service 6 0 665.21 755.21 35.21 0
#1 service 9 0 760.21 850.21 40.21 0
#1 service 8 0 853.21 943.21 43.21 0
#1 finish 0 0 955.38 955.38 55.38 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  955.38 55.38 0
