Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 0 20.62 110.62 20.62 0
#1 service 2 0 125.91 215.91 35.91 0
#1 service 5 0 217.91 307.91 37.91 0
#1 service 1 0 313.3 403.3 43.3 0
#1 service 3 0 408.68 498.68 48.68 61.68
#1 service 6 0 502.68 592.68 52.68 0
#1 service 4 0 594.68 684.68 54.68 60.68
#1 service 8 0 687.68 777.68 57.68 0
#1 service 7 0 788.12 878.12 68.12 0
#1 service 9 0 894.28 984.28 84.28 482.28
#1 finish 0 0 1005.82 1005.82 105.82 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  1005.82 105.82 604.64
